Running Busy Beaver 5 through Zeroth Field...

---- Execution Report ----
  Position -4499: 0
  Position -4498: 1
  Position -4497: 0
  Position -4496: 0
  Position -4495: 1
  Position -4494: 0
  Position -4493: 0
  Position -4492: 1
  Position -4491: 0
  Position -4490: 0
  Position -4489: 1
  Position -4488: 0
  Position -4487: 0
  Position -4486: 1
  Position -4485: 0
  Position -4484: 0
  Position -4483: 1
  Position -4482: 0
  Position -4481: 0
  Position -4480: 1
  Position -4479: 0
  Position -4478: 0
  Position -4477: 1
  Position -4476: 0
  Position -4475: 0
  Position -4474: 1
  Position -4473: 0
  Position -4472: 0
  Position -4471: 1
  Position -4470: 0
  Position -4469: 0
  Position -4468: 1
  Position -4467: 0
  Position -4466: 0
  Position -4465: 1
  Position -4464: 0
  Position -4463: 0
  Position -4462: 1
  Position -4461: 0
  Position -4460: 0
  Position -4459: 1
  Position -4458: 0
  Position -4457: 0
  Position -4456: 1
  Position -4455: 0
  Position -4454: 0
  Position -4453: 1
  Position -4452: 0
  Position -4451: 0
  Position -4450: 1
  Position -4449: 0
  Position -4448: 0
  Position -4447: 1
  Position -4446: 0
  Position -4445: 0
  Position -4444: 1
  Position -4443: 0
  Position -4442: 0
  Position -4441: 1
  Position -4440: 0
  Position -4439: 0
  Position -4438: 1
  Position -4437: 0
  Position -4436: 0
  Position -4435: 1
  Position -4434: 0
  Position -4433: 0
  Position -4432: 1
  Position -4431: 0
  Position -4430: 0
  Position -4429: 1
  Position -4428: 0
  Position -4427: 0
  Position -4426: 1
  Position -4425: 0
  Position -4424: 0
  Position -4423: 1
  Position -4422: 0
  Position -4421: 0
  Position -4420: 1
  Position -4419: 0
  Position -4418: 0
  Position -4417: 1
  Position -4416: 0
  Position -4415: 0
  Position -4414: 1
  Position -4413: 0
  Position -4412: 0
  Position -4411: 1
  Position -4410: 0
  Position -4409: 0
  Position -4408: 1
  Position -4407: 0
  Position -4406: 0
  Position -4405: 1
  Position -4404: 0
  Position -4403: 0
  Position -4402: 1
  Position -4401: 0
  Position -4400: 0
  Position -4399: 1
  Position -4398: 0
  Position -4397: 0
  Position -4396: 1
  Position -4395: 0
  Position -4394: 0
  Position -4393: 1
  Position -4392: 0
  Position -4391: 0
  Position -4390: 1
  Position -4389: 0
  Position -4388: 0
  Position -4387: 1
  Position -4386: 0
  Position -4385: 0
  Position -4384: 1
  Position -4383: 0
  Position -4382: 0
  Position -4381: 1
  Position -4380: 0
  Position -4379: 0
  Position -4378: 1
  Position -4377: 0
  Position -4376: 0
  Position -4375: 1
  Position -4374: 0
  Position -4373: 0
  Position -4372: 1
  Position -4371: 0
  Position -4370: 0
  Position -4369: 1
  Position -4368: 0
  Position -4367: 0
  Position -4366: 1
  Position -4365: 0
  Position -4364: 0
  Position -4363: 1
  Position -4362: 0
  Position -4361: 0
  Position -4360: 1
  Position -4359: 0
  Position -4358: 0
  Position -4357: 1
  Position -4356: 0
  Position -4355: 0
  Position -4354: 1
  Position -4353: 0
  Position -4352: 0
  Position -4351: 1
  Position -4350: 0
  Position -4349: 0
  Position -4348: 1
  Position -4347: 0
  Position -4346: 0
  Position -4345: 1
  Position -4344: 0
  Position -4343: 0
  Position -4342: 1
  Position -4341: 0
  Position -4340: 0
  Position -4339: 1
  Position -4338: 0
  Position -4337: 0
  Position -4336: 1
  Position -4335: 0
  Position -4334: 0
  Position -4333: 1
  Position -4332: 0
  Position -4331: 0
  Position -4330: 1
  Position -4329: 0
  Position -4328: 0
  Position -4327: 1
  Position -4326: 0
  Position -4325: 0
  Position -4324: 1
  Position -4323: 0
  Position -4322: 0
  Position -4321: 1
  Position -4320: 0
  Position -4319: 0
  Position -4318: 1
  Position -4317: 0
  Position -4316: 0
  Position -4315: 1
  Position -4314: 0
  Position -4313: 0
  Position -4312: 1
  Position -4311: 0
  Position -4310: 0
  Position -4309: 1
  Position -4308: 0
  Position -4307: 0
  Position -4306: 1
  Position -4305: 0
  Position -4304: 0
  Position -4303: 1
  Position -4302: 0
  Position -4301: 0
  Position -4300: 1
  Position -4299: 0
  Position -4298: 0
  Position -4297: 1
  Position -4296: 0
  Position -4295: 0
  Position -4294: 1
  Position -4293: 0
  Position -4292: 0
  Position -4291: 1
  Position -4290: 0
  Position -4289: 0
  Position -4288: 1
  Position -4287: 0
  Position -4286: 0
  Position -4285: 1
  Position -4284: 0
  Position -4283: 0
  Position -4282: 1
  Position -4281: 0
  Position -4280: 0
  Position -4279: 1
  Position -4278: 0
  Position -4277: 0
  Position -4276: 1
  Position -4275: 0
  Position -4274: 0
  Position -4273: 1
  Position -4272: 0
  Position -4271: 0
  Position -4270: 1
  Position -4269: 0
  Position -4268: 0
  Position -4267: 1
  Position -4266: 0
  Position -4265: 0
  Position -4264: 1
  Position -4263: 0
  Position -4262: 0
  Position -4261: 1
  Position -4260: 0
  Position -4259: 0
  Position -4258: 1
  Position -4257: 0
  Position -4256: 0
  Position -4255: 1
  Position -4254: 0
  Position -4253: 0
  Position -4252: 1
  Position -4251: 0
  Position -4250: 0
  Position -4249: 1
  Position -4248: 0
  Position -4247: 0
  Position -4246: 1
  Position -4245: 0
  Position -4244: 0
  Position -4243: 1
  Position -4242: 0
  Position -4241: 0
  Position -4240: 1
  Position -4239: 0
  Position -4238: 0
  Position -4237: 1
  Position -4236: 0
  Position -4235: 0
  Position -4234: 1
  Position -4233: 0
  Position -4232: 0
  Position -4231: 1
  Position -4230: 0
  Position -4229: 0
  Position -4228: 1
  Position -4227: 0
  Position -4226: 0
  Position -4225: 1
  Position -4224: 0
  Position -4223: 0
  Position -4222: 1
  Position -4221: 0
  Position -4220: 0
  Position -4219: 1
  Position -4218: 0
  Position -4217: 0
  Position -4216: 1
  Position -4215: 0
  Position -4214: 0
  Position -4213: 1
  Position -4212: 0
  Position -4211: 0
  Position -4210: 1
  Position -4209: 0
  Position -4208: 0
  Position -4207: 1
  Position -4206: 0
  Position -4205: 0
  Position -4204: 1
  Position -4203: 0
  Position -4202: 0
  Position -4201: 1
  Position -4200: 0
  Position -4199: 0
  Position -4198: 1
  Position -4197: 0
  Position -4196: 0
  Position -4195: 1
  Position -4194: 0
  Position -4193: 0
  Position -4192: 1
  Position -4191: 0
  Position -4190: 0
  Position -4189: 1
  Position -4188: 0
  Position -4187: 0
  Position -4186: 1
  Position -4185: 0
  Position -4184: 0
  Position -4183: 1
  Position -4182: 0
  Position -4181: 0
  Position -4180: 1
  Position -4179: 0
  Position -4178: 0
  Position -4177: 1
  Position -4176: 0
  Position -4175: 0
  Position -4174: 1
  Position -4173: 0
  Position -4172: 0
  Position -4171: 1
  Position -4170: 0
  Position -4169: 0
  Position -4168: 1
  Position -4167: 0
  Position -4166: 0
  Position -4165: 1
  Position -4164: 0
  Position -4163: 0
  Position -4162: 1
  Position -4161: 0
  Position -4160: 0
  Position -4159: 1
  Position -4158: 0
  Position -4157: 0
  Position -4156: 1
  Position -4155: 0
  Position -4154: 0
  Position -4153: 1
  Position -4152: 0
  Position -4151: 0
  Position -4150: 1
  Position -4149: 0
  Position -4148: 0
  Position -4147: 1
  Position -4146: 0
  Position -4145: 0
  Position -4144: 1
  Position -4143: 0
  Position -4142: 0
  Position -4141: 1
  Position -4140: 0
  Position -4139: 0
  Position -4138: 1
  Position -4137: 0
  Position -4136: 0
  Position -4135: 1
  Position -4134: 0
  Position -4133: 0
  Position -4132: 1
  Position -4131: 0
  Position -4130: 0
  Position -4129: 1
  Position -4128: 0
  Position -4127: 0
  Position -4126: 1
  Position -4125: 0
  Position -4124: 0
  Position -4123: 1
  Position -4122: 0
  Position -4121: 0
  Position -4120: 1
  Position -4119: 0
  Position -4118: 0
  Position -4117: 1
  Position -4116: 0
  Position -4115: 0
  Position -4114: 1
  Position -4113: 0
  Position -4112: 0
  Position -4111: 1
  Position -4110: 0
  Position -4109: 0
  Position -4108: 1
  Position -4107: 0
  Position -4106: 0
  Position -4105: 1
  Position -4104: 0
  Position -4103: 0
  Position -4102: 1
  Position -4101: 0
  Position -4100: 0
  Position -4099: 1
  Position -4098: 0
  Position -4097: 0
  Position -4096: 1
  Position -4095: 0
  Position -4094: 0
  Position -4093: 1
  Position -4092: 0
  Position -4091: 0
  Position -4090: 1
  Position -4089: 0
  Position -4088: 0
  Position -4087: 1
  Position -4086: 0
  Position -4085: 0
  Position -4084: 1
  Position -4083: 0
  Position -4082: 0
  Position -4081: 1
  Position -4080: 0
  Position -4079: 0
  Position -4078: 1
  Position -4077: 0
  Position -4076: 0
  Position -4075: 1
  Position -4074: 0
  Position -4073: 0
  Position -4072: 1
  Position -4071: 0
  Position -4070: 0
  Position -4069: 1
  Position -4068: 0
  Position -4067: 0
  Position -4066: 1
  Position -4065: 0
  Position -4064: 0
  Position -4063: 1
  Position -4062: 0
  Position -4061: 0
  Position -4060: 1
  Position -4059: 0
  Position -4058: 0
  Position -4057: 1
  Position -4056: 0
  Position -4055: 0
  Position -4054: 1
  Position -4053: 0
  Position -4052: 0
  Position -4051: 1
  Position -4050: 0
  Position -4049: 0
  Position -4048: 1
  Position -4047: 0
  Position -4046: 0
  Position -4045: 1
  Position -4044: 0
  Position -4043: 0
  Position -4042: 1
  Position -4041: 0
  Position -4040: 0
  Position -4039: 1
  Position -4038: 0
  Position -4037: 0
  Position -4036: 1
  Position -4035: 0
  Position -4034: 0
  Position -4033: 1
  Position -4032: 0
  Position -4031: 0
  Position -4030: 1
  Position -4029: 0
  Position -4028: 0
  Position -4027: 1
  Position -4026: 0
  Position -4025: 0
  Position -4024: 1
  Position -4023: 0
  Position -4022: 0
  Position -4021: 1
  Position -4020: 0
  Position -4019: 0
  Position -4018: 1
  Position -4017: 0
  Position -4016: 0
  Position -4015: 1
  Position -4014: 0
  Position -4013: 0
  Position -4012: 1
  Position -4011: 0
  Position -4010: 0
  Position -4009: 1
  Position -4008: 0
  Position -4007: 0
  Position -4006: 1
  Position -4005: 0
  Position -4004: 0
  Position -4003: 1
  Position -4002: 0
  Position -4001: 0
  Position -4000: 1
  Position -3999: 0
  Position -3998: 0
  Position -3997: 1
  Position -3996: 0
  Position -3995: 0
  Position -3994: 1
  Position -3993: 0
  Position -3992: 0
  Position -3991: 1
  Position -3990: 0
  Position -3989: 0
  Position -3988: 1
  Position -3987: 0
  Position -3986: 0
  Position -3985: 1
  Position -3984: 0
  Position -3983: 0
  Position -3982: 1
  Position -3981: 0
  Position -3980: 0
  Position -3979: 1
  Position -3978: 0
  Position -3977: 0
  Position -3976: 1
  Position -3975: 0
  Position -3974: 0
  Position -3973: 1
  Position -3972: 0
  Position -3971: 0
  Position -3970: 1
  Position -3969: 0
  Position -3968: 0
  Position -3967: 1
  Position -3966: 0
  Position -3965: 0
  Position -3964: 1
  Position -3963: 0
  Position -3962: 0
  Position -3961: 1
  Position -3960: 0
  Position -3959: 0
  Position -3958: 1
  Position -3957: 0
  Position -3956: 0
  Position -3955: 1
  Position -3954: 0
  Position -3953: 0
  Position -3952: 1
  Position -3951: 0
  Position -3950: 0
  Position -3949: 1
  Position -3948: 0
  Position -3947: 0
  Position -3946: 1
  Position -3945: 0
  Position -3944: 0
  Position -3943: 1
  Position -3942: 0
  Position -3941: 0
  Position -3940: 1
  Position -3939: 0
  Position -3938: 0
  Position -3937: 1
  Position -3936: 0
  Position -3935: 0
  Position -3934: 1
  Position -3933: 0
  Position -3932: 0
  Position -3931: 1
  Position -3930: 0
  Position -3929: 0
  Position -3928: 1
  Position -3927: 0
  Position -3926: 0
  Position -3925: 1
  Position -3924: 0
  Position -3923: 0
  Position -3922: 1
  Position -3921: 0
  Position -3920: 0
  Position -3919: 1
  Position -3918: 0
  Position -3917: 0
  Position -3916: 1
  Position -3915: 0
  Position -3914: 0
  Position -3913: 1
  Position -3912: 0
  Position -3911: 0
  Position -3910: 1
  Position -3909: 0
  Position -3908: 0
  Position -3907: 1
  Position -3906: 0
  Position -3905: 0
  Position -3904: 1
  Position -3903: 0
  Position -3902: 0
  Position -3901: 1
  Position -3900: 0
  Position -3899: 0
  Position -3898: 1
  Position -3897: 0
  Position -3896: 0
  Position -3895: 1
  Position -3894: 0
  Position -3893: 0
  Position -3892: 1
  Position -3891: 0
  Position -3890: 0
  Position -3889: 1
  Position -3888: 0
  Position -3887: 0
  Position -3886: 1
  Position -3885: 0
  Position -3884: 0
  Position -3883: 1
  Position -3882: 0
  Position -3881: 0
  Position -3880: 1
  Position -3879: 0
  Position -3878: 0
  Position -3877: 1
  Position -3876: 0
  Position -3875: 0
  Position -3874: 1
  Position -3873: 0
  Position -3872: 0
  Position -3871: 1
  Position -3870: 0
  Position -3869: 0
  Position -3868: 1
  Position -3867: 0
  Position -3866: 0
  Position -3865: 1
  Position -3864: 0
  Position -3863: 0
  Position -3862: 1
  Position -3861: 0
  Position -3860: 0
  Position -3859: 1
  Position -3858: 0
  Position -3857: 0
  Position -3856: 1
  Position -3855: 0
  Position -3854: 0
  Position -3853: 1
  Position -3852: 0
  Position -3851: 0
  Position -3850: 1
  Position -3849: 0
  Position -3848: 0
  Position -3847: 1
  Position -3846: 0
  Position -3845: 0
  Position -3844: 1
  Position -3843: 0
  Position -3842: 0
  Position -3841: 1
  Position -3840: 0
  Position -3839: 0
  Position -3838: 1
  Position -3837: 0
  Position -3836: 0
  Position -3835: 1
  Position -3834: 0
  Position -3833: 0
  Position -3832: 1
  Position -3831: 0
  Position -3830: 0
  Position -3829: 1
  Position -3828: 0
  Position -3827: 0
  Position -3826: 1
  Position -3825: 0
  Position -3824: 0
  Position -3823: 1
  Position -3822: 0
  Position -3821: 0
  Position -3820: 1
  Position -3819: 0
  Position -3818: 0
  Position -3817: 1
  Position -3816: 0
  Position -3815: 0
  Position -3814: 1
  Position -3813: 0
  Position -3812: 0
  Position -3811: 1
  Position -3810: 0
  Position -3809: 0
  Position -3808: 1
  Position -3807: 0
  Position -3806: 0
  Position -3805: 1
  Position -3804: 0
  Position -3803: 0
  Position -3802: 1
  Position -3801: 0
  Position -3800: 0
  Position -3799: 1
  Position -3798: 0
  Position -3797: 0
  Position -3796: 1
  Position -3795: 0
  Position -3794: 0
  Position -3793: 1
  Position -3792: 0
  Position -3791: 0
  Position -3790: 1
  Position -3789: 0
  Position -3788: 0
  Position -3787: 1
  Position -3786: 0
  Position -3785: 0
  Position -3784: 1
  Position -3783: 0
  Position -3782: 0
  Position -3781: 1
  Position -3780: 0
  Position -3779: 0
  Position -3778: 1
  Position -3777: 0
  Position -3776: 0
  Position -3775: 1
  Position -3774: 0
  Position -3773: 0
  Position -3772: 1
  Position -3771: 0
  Position -3770: 0
  Position -3769: 1
  Position -3768: 0
  Position -3767: 0
  Position -3766: 1
  Position -3765: 0
  Position -3764: 0
  Position -3763: 1
  Position -3762: 0
  Position -3761: 0
  Position -3760: 1
  Position -3759: 0
  Position -3758: 0
  Position -3757: 1
  Position -3756: 0
  Position -3755: 0
  Position -3754: 1
  Position -3753: 0
  Position -3752: 0
  Position -3751: 1
  Position -3750: 0
  Position -3749: 0
  Position -3748: 1
  Position -3747: 0
  Position -3746: 0
  Position -3745: 1
  Position -3744: 0
  Position -3743: 0
  Position -3742: 1
  Position -3741: 0
  Position -3740: 0
  Position -3739: 1
  Position -3738: 0
  Position -3737: 0
  Position -3736: 1
  Position -3735: 0
  Position -3734: 0
  Position -3733: 1
  Position -3732: 0
  Position -3731: 0
  Position -3730: 1
  Position -3729: 0
  Position -3728: 0
  Position -3727: 1
  Position -3726: 0
  Position -3725: 0
  Position -3724: 1
  Position -3723: 0
  Position -3722: 0
  Position -3721: 1
  Position -3720: 0
  Position -3719: 0
  Position -3718: 1
  Position -3717: 0
  Position -3716: 0
  Position -3715: 1
  Position -3714: 0
  Position -3713: 0
  Position -3712: 1
  Position -3711: 0
  Position -3710: 0
  Position -3709: 1
  Position -3708: 0
  Position -3707: 0
  Position -3706: 1
  Position -3705: 0
  Position -3704: 0
  Position -3703: 1
  Position -3702: 0
  Position -3701: 0
  Position -3700: 1
  Position -3699: 0
  Position -3698: 0
  Position -3697: 1
  Position -3696: 0
  Position -3695: 0
  Position -3694: 1
  Position -3693: 0
  Position -3692: 0
  Position -3691: 1
  Position -3690: 0
  Position -3689: 0
  Position -3688: 1
  Position -3687: 0
  Position -3686: 0
  Position -3685: 1
  Position -3684: 0
  Position -3683: 0
  Position -3682: 1
  Position -3681: 0
  Position -3680: 0
  Position -3679: 1
  Position -3678: 0
  Position -3677: 0
  Position -3676: 1
  Position -3675: 0
  Position -3674: 0
  Position -3673: 1
  Position -3672: 0
  Position -3671: 0
  Position -3670: 1
  Position -3669: 0
  Position -3668: 0
  Position -3667: 1
  Position -3666: 0
  Position -3665: 0
  Position -3664: 1
  Position -3663: 0
  Position -3662: 0
  Position -3661: 1
  Position -3660: 0
  Position -3659: 0
  Position -3658: 1
  Position -3657: 0
  Position -3656: 0
  Position -3655: 1
  Position -3654: 0
  Position -3653: 0
  Position -3652: 1
  Position -3651: 0
  Position -3650: 0
  Position -3649: 1
  Position -3648: 0
  Position -3647: 0
  Position -3646: 1
