Running Busy Beaver 5 through Zeroth Field...

---- Execution Report ----
  Position -5895: 0
  Position -5894: 0
  Position -5893: 1
  Position -5892: 0
  Position -5891: 0
  Position -5890: 1
  Position -5889: 0
  Position -5888: 0
  Position -5887: 1
  Position -5886: 0
  Position -5885: 0
  Position -5884: 1
  Position -5883: 0
  Position -5882: 0
  Position -5881: 1
  Position -5880: 0
  Position -5879: 0
  Position -5878: 1
  Position -5877: 0
  Position -5876: 0
  Position -5875: 1
  Position -5874: 0
  Position -5873: 0
  Position -5872: 1
  Position -5871: 0
  Position -5870: 0
  Position -5869: 1
  Position -5868: 0
  Position -5867: 0
  Position -5866: 1
  Position -5865: 0
  Position -5864: 0
  Position -5863: 1
  Position -5862: 0
  Position -5861: 0
  Position -5860: 1
  Position -5859: 0
  Position -5858: 0
  Position -5857: 1
  Position -5856: 0
  Position -5855: 0
  Position -5854: 1
  Position -5853: 0
  Position -5852: 0
  Position -5851: 1
  Position -5850: 0
  Position -5849: 0
  Position -5848: 1
  Position -5847: 0
  Position -5846: 0
  Position -5845: 1
  Position -5844: 0
  Position -5843: 0
  Position -5842: 1
  Position -5841: 0
  Position -5840: 0
  Position -5839: 1
  Position -5838: 0
  Position -5837: 0
  Position -5836: 1
  Position -5835: 0
  Position -5834: 0
  Position -5833: 1
  Position -5832: 0
  Position -5831: 0
  Position -5830: 1
  Position -5829: 0
  Position -5828: 0
  Position -5827: 1
  Position -5826: 0
  Position -5825: 0
  Position -5824: 1
  Position -5823: 0
  Position -5822: 0
  Position -5821: 1
  Position -5820: 0
  Position -5819: 0
  Position -5818: 1
  Position -5817: 0
  Position -5816: 0
  Position -5815: 1
  Position -5814: 0
  Position -5813: 0
  Position -5812: 1
  Position -5811: 0
  Position -5810: 0
  Position -5809: 1
  Position -5808: 0
  Position -5807: 0
  Position -5806: 1
  Position -5805: 0
  Position -5804: 0
  Position -5803: 1
  Position -5802: 0
  Position -5801: 0
  Position -5800: 1
  Position -5799: 0
  Position -5798: 0
  Position -5797: 1
  Position -5796: 0
  Position -5795: 0
  Position -5794: 1
  Position -5793: 0
  Position -5792: 0
  Position -5791: 1
  Position -5790: 0
  Position -5789: 0
  Position -5788: 1
  Position -5787: 0
  Position -5786: 0
  Position -5785: 1
  Position -5784: 0
  Position -5783: 0
  Position -5782: 1
  Position -5781: 0
  Position -5780: 0
  Position -5779: 1
  Position -5778: 0
  Position -5777: 0
  Position -5776: 1
  Position -5775: 0
  Position -5774: 0
  Position -5773: 1
  Position -5772: 0
  Position -5771: 0
  Position -5770: 1
  Position -5769: 0
  Position -5768: 0
  Position -5767: 1
  Position -5766: 0
  Position -5765: 0
  Position -5764: 1
  Position -5763: 0
  Position -5762: 0
  Position -5761: 1
  Position -5760: 0
  Position -5759: 0
  Position -5758: 1
  Position -5757: 0
  Position -5756: 0
  Position -5755: 1
  Position -5754: 0
  Position -5753: 0
  Position -5752: 1
  Position -5751: 0
  Position -5750: 0
  Position -5749: 1
  Position -5748: 0
  Position -5747: 0
  Position -5746: 1
  Position -5745: 0
  Position -5744: 0
  Position -5743: 1
  Position -5742: 0
  Position -5741: 0
  Position -5740: 1
  Position -5739: 0
  Position -5738: 0
  Position -5737: 1
  Position -5736: 0
  Position -5735: 0
  Position -5734: 1
  Position -5733: 0
  Position -5732: 0
  Position -5731: 1
  Position -5730: 0
  Position -5729: 0
  Position -5728: 1
  Position -5727: 0
  Position -5726: 0
  Position -5725: 1
  Position -5724: 0
  Position -5723: 0
  Position -5722: 1
  Position -5721: 0
  Position -5720: 0
  Position -5719: 1
  Position -5718: 0
  Position -5717: 0
  Position -5716: 1
  Position -5715: 0
  Position -5714: 0
  Position -5713: 1
  Position -5712: 0
  Position -5711: 0
  Position -5710: 1
  Position -5709: 0
  Position -5708: 0
  Position -5707: 1
  Position -5706: 0
  Position -5705: 0
  Position -5704: 1
  Position -5703: 0
  Position -5702: 0
  Position -5701: 1
  Position -5700: 0
  Position -5699: 0
  Position -5698: 1
  Position -5697: 0
  Position -5696: 0
  Position -5695: 1
  Position -5694: 0
  Position -5693: 0
  Position -5692: 1
  Position -5691: 0
  Position -5690: 0
  Position -5689: 1
  Position -5688: 0
  Position -5687: 0
  Position -5686: 1
  Position -5685: 0
  Position -5684: 0
  Position -5683: 1
  Position -5682: 0
  Position -5681: 0
  Position -5680: 1
  Position -5679: 0
  Position -5678: 0
  Position -5677: 1
  Position -5676: 0
  Position -5675: 0
  Position -5674: 1
  Position -5673: 0
  Position -5672: 0
  Position -5671: 1
  Position -5670: 0
  Position -5669: 0
  Position -5668: 1
  Position -5667: 0
  Position -5666: 0
  Position -5665: 1
  Position -5664: 0
  Position -5663: 0
  Position -5662: 1
  Position -5661: 0
  Position -5660: 0
  Position -5659: 1
  Position -5658: 0
  Position -5657: 0
  Position -5656: 1
  Position -5655: 0
  Position -5654: 0
  Position -5653: 1
  Position -5652: 0
  Position -5651: 0
  Position -5650: 1
  Position -5649: 0
  Position -5648: 0
  Position -5647: 1
  Position -5646: 0
  Position -5645: 0
  Position -5644: 1
  Position -5643: 0
  Position -5642: 0
  Position -5641: 1
  Position -5640: 0
  Position -5639: 0
  Position -5638: 1
  Position -5637: 0
  Position -5636: 0
  Position -5635: 1
  Position -5634: 0
  Position -5633: 0
  Position -5632: 1
  Position -5631: 0
  Position -5630: 0
  Position -5629: 1
  Position -5628: 0
  Position -5627: 0
  Position -5626: 1
  Position -5625: 0
  Position -5624: 0
  Position -5623: 1
  Position -5622: 0
  Position -5621: 0
  Position -5620: 1
  Position -5619: 0
  Position -5618: 0
  Position -5617: 1
  Position -5616: 0
  Position -5615: 0
  Position -5614: 1
  Position -5613: 0
  Position -5612: 0
  Position -5611: 1
  Position -5610: 0
  Position -5609: 0
  Position -5608: 1
  Position -5607: 0
  Position -5606: 0
  Position -5605: 1
  Position -5604: 0
  Position -5603: 0
  Position -5602: 1
  Position -5601: 0
  Position -5600: 0
  Position -5599: 1
  Position -5598: 0
  Position -5597: 0
  Position -5596: 1
  Position -5595: 0
  Position -5594: 0
  Position -5593: 1
  Position -5592: 0
  Position -5591: 0
  Position -5590: 1
  Position -5589: 0
  Position -5588: 0
  Position -5587: 1
  Position -5586: 0
  Position -5585: 0
  Position -5584: 1
  Position -5583: 0
  Position -5582: 0
  Position -5581: 1
  Position -5580: 0
  Position -5579: 0
  Position -5578: 1
  Position -5577: 0
  Position -5576: 0
  Position -5575: 1
  Position -5574: 0
  Position -5573: 0
  Position -5572: 1
  Position -5571: 0
  Position -5570: 0
  Position -5569: 1
  Position -5568: 0
  Position -5567: 0
  Position -5566: 1
  Position -5565: 0
  Position -5564: 0
  Position -5563: 1
  Position -5562: 0
  Position -5561: 0
  Position -5560: 1
  Position -5559: 0
  Position -5558: 0
  Position -5557: 1
  Position -5556: 0
  Position -5555: 0
  Position -5554: 1
  Position -5553: 0
  Position -5552: 0
  Position -5551: 1
  Position -5550: 0
  Position -5549: 0
  Position -5548: 1
  Position -5547: 0
  Position -5546: 0
  Position -5545: 1
  Position -5544: 0
  Position -5543: 0
  Position -5542: 1
  Position -5541: 0
  Position -5540: 0
  Position -5539: 1
  Position -5538: 0
  Position -5537: 0
  Position -5536: 1
  Position -5535: 0
  Position -5534: 0
  Position -5533: 1
  Position -5532: 0
  Position -5531: 0
  Position -5530: 1
  Position -5529: 0
  Position -5528: 0
  Position -5527: 1
  Position -5526: 0
  Position -5525: 0
  Position -5524: 1
  Position -5523: 0
  Position -5522: 0
  Position -5521: 1
  Position -5520: 0
  Position -5519: 0
  Position -5518: 1
  Position -5517: 0
  Position -5516: 0
  Position -5515: 1
  Position -5514: 0
  Position -5513: 0
  Position -5512: 1
  Position -5511: 0
  Position -5510: 0
  Position -5509: 1
  Position -5508: 0
  Position -5507: 0
  Position -5506: 1
  Position -5505: 0
  Position -5504: 0
  Position -5503: 1
  Position -5502: 0
  Position -5501: 0
  Position -5500: 1
  Position -5499: 0
  Position -5498: 0
  Position -5497: 1
  Position -5496: 0
  Position -5495: 0
  Position -5494: 1
  Position -5493: 0
  Position -5492: 0
  Position -5491: 1
  Position -5490: 0
  Position -5489: 0
  Position -5488: 1
  Position -5487: 0
  Position -5486: 0
  Position -5485: 1
  Position -5484: 0
  Position -5483: 0
  Position -5482: 1
  Position -5481: 0
  Position -5480: 0
  Position -5479: 1
  Position -5478: 0
  Position -5477: 0
  Position -5476: 1
  Position -5475: 0
  Position -5474: 0
  Position -5473: 1
  Position -5472: 0
  Position -5471: 0
  Position -5470: 1
  Position -5469: 0
  Position -5468: 0
  Position -5467: 1
  Position -5466: 0
  Position -5465: 0
  Position -5464: 1
  Position -5463: 0
  Position -5462: 0
  Position -5461: 1
  Position -5460: 0
  Position -5459: 0
  Position -5458: 1
  Position -5457: 0
  Position -5456: 0
  Position -5455: 1
  Position -5454: 0
  Position -5453: 0
  Position -5452: 1
  Position -5451: 0
  Position -5450: 0
  Position -5449: 1
  Position -5448: 0
  Position -5447: 0
  Position -5446: 1
  Position -5445: 0
  Position -5444: 0
  Position -5443: 1
  Position -5442: 0
  Position -5441: 0
  Position -5440: 1
  Position -5439: 0
  Position -5438: 0
  Position -5437: 1
  Position -5436: 0
  Position -5435: 0
  Position -5434: 1
  Position -5433: 0
  Position -5432: 0
  Position -5431: 1
  Position -5430: 0
  Position -5429: 0
  Position -5428: 1
  Position -5427: 0
  Position -5426: 0
  Position -5425: 1
  Position -5424: 0
  Position -5423: 0
  Position -5422: 1
  Position -5421: 0
  Position -5420: 0
  Position -5419: 1
  Position -5418: 0
  Position -5417: 0
  Position -5416: 1
  Position -5415: 0
  Position -5414: 0
  Position -5413: 1
  Position -5412: 0
  Position -5411: 0
  Position -5410: 1
  Position -5409: 0
  Position -5408: 0
  Position -5407: 1
  Position -5406: 0
  Position -5405: 0
  Position -5404: 1
  Position -5403: 0
  Position -5402: 0
  Position -5401: 1
  Position -5400: 0
  Position -5399: 0
  Position -5398: 1
  Position -5397: 0
  Position -5396: 0
  Position -5395: 1
  Position -5394: 0
  Position -5393: 0
  Position -5392: 1
  Position -5391: 0
  Position -5390: 0
  Position -5389: 1
  Position -5388: 0
  Position -5387: 0
  Position -5386: 1
  Position -5385: 0
  Position -5384: 0
  Position -5383: 1
  Position -5382: 0
  Position -5381: 0
  Position -5380: 1
  Position -5379: 0
  Position -5378: 0
  Position -5377: 1
  Position -5376: 0
  Position -5375: 0
  Position -5374: 1
  Position -5373: 0
  Position -5372: 0
  Position -5371: 1
  Position -5370: 0
  Position -5369: 0
  Position -5368: 1
  Position -5367: 0
  Position -5366: 0
  Position -5365: 1
  Position -5364: 0
  Position -5363: 0
  Position -5362: 1
  Position -5361: 0
  Position -5360: 0
  Position -5359: 1
  Position -5358: 0
  Position -5357: 0
  Position -5356: 1
  Position -5355: 0
  Position -5354: 0
  Position -5353: 1
  Position -5352: 0
  Position -5351: 0
  Position -5350: 1
  Position -5349: 0
  Position -5348: 0
  Position -5347: 1
  Position -5346: 0
  Position -5345: 0
  Position -5344: 1
  Position -5343: 0
  Position -5342: 0
  Position -5341: 1
  Position -5340: 0
  Position -5339: 0
  Position -5338: 1
  Position -5337: 0
  Position -5336: 0
  Position -5335: 1
  Position -5334: 0
  Position -5333: 0
  Position -5332: 1
  Position -5331: 0
  Position -5330: 0
  Position -5329: 1
  Position -5328: 0
  Position -5327: 0
  Position -5326: 1
  Position -5325: 0
  Position -5324: 0
  Position -5323: 1
  Position -5322: 0
  Position -5321: 0
  Position -5320: 1
  Position -5319: 0
  Position -5318: 0
  Position -5317: 1
  Position -5316: 0
  Position -5315: 0
  Position -5314: 1
  Position -5313: 0
  Position -5312: 0
  Position -5311: 1
  Position -5310: 0
  Position -5309: 0
  Position -5308: 1
  Position -5307: 0
  Position -5306: 0
  Position -5305: 1
  Position -5304: 0
  Position -5303: 0
  Position -5302: 1
  Position -5301: 0
  Position -5300: 0
  Position -5299: 1
  Position -5298: 0
  Position -5297: 0
  Position -5296: 1
  Position -5295: 0
  Position -5294: 0
  Position -5293: 1
  Position -5292: 0
  Position -5291: 0
  Position -5290: 1
  Position -5289: 0
  Position -5288: 0
  Position -5287: 1
  Position -5286: 0
  Position -5285: 0
  Position -5284: 1
  Position -5283: 0
  Position -5282: 0
  Position -5281: 1
  Position -5280: 0
  Position -5279: 0
  Position -5278: 1
  Position -5277: 0
  Position -5276: 0
  Position -5275: 1
  Position -5274: 0
  Position -5273: 0
  Position -5272: 1
  Position -5271: 0
  Position -5270: 0
  Position -5269: 1
  Position -5268: 0
  Position -5267: 0
  Position -5266: 1
  Position -5265: 0
  Position -5264: 0
  Position -5263: 1
  Position -5262: 0
  Position -5261: 0
  Position -5260: 1
  Position -5259: 0
  Position -5258: 0
  Position -5257: 1
  Position -5256: 0
  Position -5255: 0
  Position -5254: 1
  Position -5253: 0
  Position -5252: 0
  Position -5251: 1
  Position -5250: 0
  Position -5249: 0
  Position -5248: 1
  Position -5247: 0
  Position -5246: 0
  Position -5245: 1
  Position -5244: 0
  Position -5243: 0
  Position -5242: 1
  Position -5241: 0
  Position -5240: 0
  Position -5239: 1
  Position -5238: 0
  Position -5237: 0
  Position -5236: 1
  Position -5235: 0
  Position -5234: 0
  Position -5233: 1
  Position -5232: 0
  Position -5231: 0
  Position -5230: 1
  Position -5229: 0
  Position -5228: 0
  Position -5227: 1
  Position -5226: 0
  Position -5225: 0
  Position -5224: 1
  Position -5223: 0
  Position -5222: 0
  Position -5221: 1
  Position -5220: 0
  Position -5219: 0
  Position -5218: 1
  Position -5217: 0
  Position -5216: 0
  Position -5215: 1
  Position -5214: 0
  Position -5213: 0
  Position -5212: 1
  Position -5211: 0
  Position -5210: 0
  Position -5209: 1
  Position -5208: 0
  Position -5207: 0
  Position -5206: 1
  Position -5205: 0
  Position -5204: 0
  Position -5203: 1
  Position -5202: 0
  Position -5201: 0
  Position -5200: 1
  Position -5199: 0
  Position -5198: 0
  Position -5197: 1
  Position -5196: 0
  Position -5195: 0
  Position -5194: 1
  Position -5193: 0
  Position -5192: 0
  Position -5191: 1
  Position -5190: 0
  Position -5189: 0
  Position -5188: 1
  Position -5187: 0
  Position -5186: 0
  Position -5185: 1
  Position -5184: 0
  Position -5183: 0
  Position -5182: 1
  Position -5181: 0
  Position -5180: 0
  Position -5179: 1
  Position -5178: 0
  Position -5177: 0
  Position -5176: 1
  Position -5175: 0
  Position -5174: 0
  Position -5173: 1
  Position -5172: 0
  Position -5171: 0
  Position -5170: 1
  Position -5169: 0
  Position -5168: 0
  Position -5167: 1
  Position -5166: 0
  Position -5165: 0
  Position -5164: 1
  Position -5163: 0
  Position -5162: 0
  Position -5161: 1
  Position -5160: 0
  Position -5159: 0
  Position -5158: 1
  Position -5157: 0
  Position -5156: 0
  Position -5155: 1
  Position -5154: 0
  Position -5153: 0
  Position -5152: 1
  Position -5151: 0
  Position -5150: 0
  Position -5149: 1
  Position -5148: 0
  Position -5147: 0
  Position -5146: 1
  Position -5145: 0
  Position -5144: 0
  Position -5143: 1
  Position -5142: 0
  Position -5141: 0
  Position -5140: 1
  Position -5139: 0
  Position -5138: 0
  Position -5137: 1
  Position -5136: 0
  Position -5135: 0
  Position -5134: 1
  Position -5133: 0
  Position -5132: 0
  Position -5131: 1
  Position -5130: 0
  Position -5129: 0
  Position -5128: 1
  Position -5127: 0
  Position -5126: 0
  Position -5125: 1
  Position -5124: 0
  Position -5123: 0
  Position -5122: 1
  Position -5121: 0
  Position -5120: 0
  Position -5119: 1
  Position -5118: 0
  Position -5117: 0
  Position -5116: 1
  Position -5115: 0
  Position -5114: 0
  Position -5113: 1
  Position -5112: 0
  Position -5111: 0
  Position -5110: 1
  Position -5109: 0
  Position -5108: 0
  Position -5107: 1
  Position -5106: 0
  Position -5105: 0
  Position -5104: 1
  Position -5103: 0
  Position -5102: 0
  Position -5101: 1
  Position -5100: 0
  Position -5099: 0
  Position -5098: 1
  Position -5097: 0
  Position -5096: 0
  Position -5095: 1
  Position -5094: 0
  Position -5093: 0
  Position -5092: 1
  Position -5091: 0
  Position -5090: 0
  Position -5089: 1
  Position -5088: 0
  Position -5087: 0
  Position -5086: 1
  Position -5085: 0
  Position -5084: 0
  Position -5083: 1
  Position -5082: 0
  Position -5081: 0
  Position -5080: 1
  Position -5079: 0
  Position -5078: 0
  Position -5077: 1
  Position -5076: 0
  Position -5075: 0
  Position -5074: 1
  Position -5073: 0
  Position -5072: 0
  Position -5071: 1
  Position -5070: 0
  Position -5069: 0
  Position -5068: 1
  Position -5067: 0
  Position -5066: 0
  Position -5065: 1
  Position -5064: 0
  Position -5063: 0
  Position -5062: 1
  Position -5061: 0
  Position -5060: 0
  Position -5059: 1
  Position -5058: 0
  Position -5057: 0
  Position -5056: 1
  Position -5055: 0
  Position -5054: 0
  Position -5053: 1
  Position -5052: 0
  Position -5051: 0
  Position -5050: 1
  Position -5049: 0
  Position -5048: 0
  Position -5047: 1
  Position -5046: 0
  Position -5045: 0
  Position -5044: 1
  Position -5043: 0
  Position -5042: 0
  Position -5041: 1
  Position -5040: 0
  Position -5039: 0
  Position -5038: 1
  Position -5037: 0
  Position -5036: 0
  Position -5035: 1
  Position -5034: 0
  Position -5033: 0
  Position -5032: 1
  Position -5031: 0
  Position -5030: 0
  Position -5029: 1
  Position -5028: 0
  Position -5027: 0
  Position -5026: 1
  Position -5025: 0
  Position -5024: 0
  Position -5023: 1
  Position -5022: 0
  Position -5021: 0
  Position -5020: 1
  Position -5019: 0
  Position -5018: 0
  Position -5017: 1
  Position -5016: 0
  Position -5015: 0
  Position -5014: 1
  Position -5013: 0
  Position -5012: 0
  Position -5011: 1
  Position -5010: 0
  Position -5009: 0
  Position -5008: 1
  Position -5007: 0
  Position -5006: 0
  Position -5005: 1
  Position -5004: 0
  Position -5003: 0
  Position -5002: 1
  Position -5001: 0
  Position -5000: 0
  Position -4999: 1
  Position -4998: 0
  Position -4997: 0
  Position -4996: 1
  Position -4995: 0
  Position -4994: 0
  Position -4993: 1
  Position -4992: 0
  Position -4991: 0
  Position -4990: 1
  Position -4989: 0
  Position -4988: 0
  Position -4987: 1
  Position -4986: 0
  Position -4985: 0
  Position -4984: 1
  Position -4983: 0
  Position -4982: 0
  Position -4981: 1
  Position -4980: 0
  Position -4979: 0
  Position -4978: 1
  Position -4977: 0
  Position -4976: 0
  Position -4975: 1
  Position -4974: 0
  Position -4973: 0
  Position -4972: 1
  Position -4971: 0
  Position -4970: 0
  Position -4969: 1
  Position -4968: 0
  Position -4967: 0
  Position -4966: 1
  Position -4965: 0
  Position -4964: 0
  Position -4963: 1
  Position -4962: 0
  Position -4961: 0
  Position -4960: 1
  Position -4959: 0
  Position -4958: 0
  Position -4957: 1
  Position -4956: 0
  Position -4955: 0
  Position -4954: 1
  Position -4953: 0
  Position -4952: 0
  Position -4951: 1
  Position -4950: 0
  Position -4949: 0
  Position -4948: 1
  Position -4947: 0
  Position -4946: 0
  Position -4945: 1
  Position -4944: 0
  Position -4943: 0
  Position -4942: 1
  Position -4941: 0
  Position -4940: 0
  Position -4939: 1
  Position -4938: 0
  Position -4937: 0
  Position -4936: 1
  Position -4935: 0
  Position -4934: 0
  Position -4933: 1
  Position -4932: 0
  Position -4931: 0
  Position -4930: 1
  Position -4929: 0
  Position -4928: 0
  Position -4927: 1
  Position -4926: 0
  Position -4925: 0
  Position -4924: 1
  Position -4923: 0
  Position -4922: 0
  Position -4921: 1
  Position -4920: 0
  Position -4919: 0
  Position -4918: 1
  Position -4917: 0
  Position -4916: 0
  Position -4915: 1
  Position -4914: 0
  Position -4913: 0
  Position -4912: 1
  Position -4911: 0
  Position -4910: 0
  Position -4909: 1
  Position -4908: 0
  Position -4907: 0
  Position -4906: 1
  Position -4905: 0
  Position -4904: 0
  Position -4903: 1
  Position -4902: 0
  Position -4901: 0
  Position -4900: 1
  Position -4899: 0
  Position -4898: 0
  Position -4897: 1
  Position -4896: 0
  Position -4895: 0
  Position -4894: 1
  Position -4893: 0
  Position -4892: 0
  Position -4891: 1
  Position -4890: 0
  Position -4889: 0
  Position -4888: 1
  Position -4887: 0
  Position -4886: 0
  Position -4885: 1
  Position -4884: 0
  Position -4883: 0
  Position -4882: 1
  Position -4881: 0
  Position -4880: 0
  Position -4879: 1
  Position -4878: 0
  Position -4877: 0
  Position -4876: 1
  Position -4875: 0
  Position -4874: 0
  Position -4873: 1
  Position -4872: 0
  Position -4871: 0
  Position -4870: 1
  Position -4869: 0
  Position -4868: 0
  Position -4867: 1
  Position -4866: 0
  Position -4865: 0
  Position -4864: 1
  Position -4863: 0
  Position -4862: 0
  Position -4861: 1
  Position -4860: 0
  Position -4859: 0
  Position -4858: 1
  Position -4857: 0
  Position -4856: 0
  Position -4855: 1
  Position -4854: 0
  Position -4853: 0
  Position -4852: 1
  Position -4851: 0
  Position -4850: 0
  Position -4849: 1
  Position -4848: 0
  Position -4847: 0
  Position -4846: 1
  Position -4845: 0
  Position -4844: 0
  Position -4843: 1
  Position -4842: 0
  Position -4841: 0
  Position -4840: 1
  Position -4839: 0
  Position -4838: 0
  Position -4837: 1
  Position -4836: 0
  Position -4835: 0
  Position -4834: 1
  Position -4833: 0
  Position -4832: 0
  Position -4831: 1
  Position -4830: 0
  Position -4829: 0
  Position -4828: 1
  Position -4827: 0
  Position -4826: 0
  Position -4825: 1
  Position -4824: 0
  Position -4823: 0
  Position -4822: 1
  Position -4821: 0
  Position -4820: 0
  Position -4819: 1
  Position -4818: 0
  Position -4817: 0
  Position -4816: 1
  Position -4815: 0
  Position -4814: 0
  Position -4813: 1
  Position -4812: 0
  Position -4811: 0
  Position -4810: 1
  Position -4809: 0
  Position -4808: 0
  Position -4807: 1
  Position -4806: 0
  Position -4805: 0
  Position -4804: 1
  Position -4803: 0
  Position -4802: 0
  Position -4801: 1
  Position -4800: 0
  Position -4799: 0
  Position -4798: 1
  Position -4797: 0
  Position -4796: 0
  Position -4795: 1
  Position -4794: 0
  Position -4793: 0
  Position -4792: 1
  Position -4791: 0
  Position -4790: 0
  Position -4789: 1
  Position -4788: 0
  Position -4787: 0
  Position -4786: 1
  Position -4785: 0
  Position -4784: 0
  Position -4783: 1
  Position -4782: 0
  Position -4781: 0
  Position -4780: 1
  Position -4779: 0
  Position -4778: 0
  Position -4777: 1
  Position -4776: 0
  Position -4775: 0
  Position -4774: 1
  Position -4773: 0
  Position -4772: 0
  Position -4771: 1
  Position -4770: 0
  Position -4769: 0
  Position -4768: 1
  Position -4767: 0
  Position -4766: 0
  Position -4765: 1
  Position -4764: 0
  Position -4763: 0
  Position -4762: 1
  Position -4761: 0
  Position -4760: 0
  Position -4759: 1
  Position -4758: 0
  Position -4757: 0
  Position -4756: 1
  Position -4755: 0
  Position -4754: 0
  Position -4753: 1
  Position -4752: 0
  Position -4751: 0
  Position -4750: 1
  Position -4749: 0
  Position -4748: 0
  Position -4747: 1
  Position -4746: 0
  Position -4745: 0
  Position -4744: 1
  Position -4743: 0
  Position -4742: 0
  Position -4741: 1
  Position -4740: 0
  Position -4739: 0
  Position -4738: 1
  Position -4737: 0
  Position -4736: 0
  Position -4735: 1
  Position -4734: 0
  Position -4733: 0
  Position -4732: 1
  Position -4731: 0
  Position -4730: 0
  Position -4729: 1
  Position -4728: 0
  Position -4727: 0
  Position -4726: 1
  Position -4725: 0
  Position -4724: 0
  Position -4723: 1
  Position -4722: 0
  Position -4721: 0
  Position -4720: 1
  Position -4719: 0
  Position -4718: 0
  Position -4717: 1
  Position -4716: 0
  Position -4715: 0
  Position -4714: 1
  Position -4713: 0
  Position -4712: 0
  Position -4711: 1
  Position -4710: 0
  Position -4709: 0
  Position -4708: 1
  Position -4707: 0
  Position -4706: 0
  Position -4705: 1
  Position -4704: 0
  Position -4703: 0
  Position -4702: 1
  Position -4701: 0
  Position -4700: 0
  Position -4699: 1
  Position -4698: 0
  Position -4697: 0
  Position -4696: 1
  Position -4695: 0
  Position -4694: 0
  Position -4693: 1
  Position -4692: 0
  Position -4691: 0
  Position -4690: 1
  Position -4689: 0
  Position -4688: 0
  Position -4687: 1
  Position -4686: 0
  Position -4685: 0
  Position -4684: 1
  Position -4683: 0
  Position -4682: 0
  Position -4681: 1
  Position -4680: 0
  Position -4679: 0
  Position -4678: 1
  Position -4677: 0
  Position -4676: 0
  Position -4675: 1
  Position -4674: 0
  Position -4673: 0
  Position -4672: 1
  Position -4671: 0
  Position -4670: 0
  Position -4669: 1
  Position -4668: 0
  Position -4667: 0
  Position -4666: 1
  Position -4665: 0
  Position -4664: 0
  Position -4663: 1
  Position -4662: 0
  Position -4661: 0
  Position -4660: 1
  Position -4659: 0
  Position -4658: 0
  Position -4657: 1
  Position -4656: 0
  Position -4655: 0
  Position -4654: 1
  Position -4653: 0
  Position -4652: 0
  Position -4651: 1
  Position -4650: 0
  Position -4649: 0
  Position -4648: 1
  Position -4647: 0
  Position -4646: 0
  Position -4645: 1
  Position -4644: 0
  Position -4643: 0
  Position -4642: 1
  Position -4641: 0
  Position -4640: 0
  Position -4639: 1
  Position -4638: 0
  Position -4637: 0
  Position -4636: 1
  Position -4635: 0
  Position -4634: 0
  Position -4633: 1
  Position -4632: 0
  Position -4631: 0
  Position -4630: 1
  Position -4629: 0
  Position -4628: 0
  Position -4627: 1
  Position -4626: 0
  Position -4625: 0
  Position -4624: 1
  Position -4623: 0
  Position -4622: 0
  Position -4621: 1
  Position -4620: 0
  Position -4619: 0
  Position -4618: 1
  Position -4617: 0
  Position -4616: 0
  Position -4615: 1
  Position -4614: 0
  Position -4613: 0
  Position -4612: 1
  Position -4611: 0
  Position -4610: 0
  Position -4609: 1
  Position -4608: 0
  Position -4607: 0
  Position -4606: 1
  Position -4605: 0
  Position -4604: 0
  Position -4603: 1
  Position -4602: 0
  Position -4601: 0
  Position -4600: 1
  Position -4599: 0
  Position -4598: 0
  Position -4597: 1
  Position -4596: 0
  Position -4595: 0
  Position -4594: 1
  Position -4593: 0
  Position -4592: 0
  Position -4591: 1
  Position -4590: 0
  Position -4589: 0
  Position -4588: 1
  Position -4587: 0
  Position -4586: 0
  Position -4585: 1
  Position -4584: 0
  Position -4583: 0
  Position -4582: 1
  Position -4581: 0
  Position -4580: 0
  Position -4579: 1
  Position -4578: 0
  Position -4577: 0
  Position -4576: 1
  Position -4575: 0
  Position -4574: 0
  Position -4573: 1
  Position -4572: 0
  Position -4571: 0
  Position -4570: 1
  Position -4569: 0
  Position -4568: 0
  Position -4567: 1
  Position -4566: 0
  Position -4565: 0
  Position -4564: 1
  Position -4563: 0
  Position -4562: 0
  Position -4561: 1
  Position -4560: 0
  Position -4559: 0
  Position -4558: 1
  Position -4557: 0
  Position -4556: 0
  Position -4555: 1
  Position -4554: 0
  Position -4553: 0
  Position -4552: 1
  Position -4551: 0
  Position -4550: 0
  Position -4549: 1
  Position -4548: 0
  Position -4547: 0
  Position -4546: 1
  Position -4545: 0
  Position -4544: 0
  Position -4543: 1
  Position -4542: 0
  Position -4541: 0
  Position -4540: 1
  Position -4539: 0
  Position -4538: 0
  Position -4537: 1
  Position -4536: 0
  Position -4535: 0
  Position -4534: 1
  Position -4533: 0
  Position -4532: 0
  Position -4531: 1
  Position -4530: 0
  Position -4529: 0
  Position -4528: 1
  Position -4527: 0
  Position -4526: 0
  Position -4525: 1
  Position -4524: 0
  Position -4523: 0
  Position -4522: 1
  Position -4521: 0
  Position -4520: 0
  Position -4519: 1
  Position -4518: 0
  Position -4517: 0
  Position -4516: 1
  Position -4515: 0
  Position -4514: 0
  Position -4513: 1
  Position -4512: 0
  Position -4511: 0
  Position -4510: 1
  Position -4509: 0
  Position -4508: 0
  Position -4507: 1
  Position -4506: 0
  Position -4505: 0
  Position -4504: 1
  Position -4503: 0
  Position -4502: 0
  Position -4501: 1
  Position -4500: 0
